trade_id,timestamp,sec_of_day,symbol,root,expiry_code,expiry_date,opt_type,strike,side,quantity,bid,ask,exec_price
21,2026-01-02 15:26:04+00:00,55564,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,2,51.5,51.75,50.654205607476634
22,2026-01-02 15:26:25+00:00,55585,ESM6 P5400,ES,ESM6,2026-06-19,P,5400.0,BUY,70,42.0,42.25,42.0
23,2026-01-02 15:26:53+00:00,55613,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,2,40.0,40.25,43.17156862745098
24,2026-01-02 15:27:57+00:00,55677,ESM6 C7550,ES,ESM6,2026-06-19,C,7550.0,BUY,2,45.0,46.0,46.0
25,2026-01-02 15:30:42+00:00,55842,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,15,50.75,51.0,50.654205607476634
26,2026-01-02 15:30:43+00:00,55843,ESH6 P6100,ES,ESH6,2026-03-20,P,6100.0,BUY,1,35.25,35.5,33.05813953488372
27,2026-01-02 15:31:42+00:00,55902,ESH6 C7550,ES,ESH6,2026-03-20,C,7550.0,BUY,11,5.85,5.9,5.642777777777777
28,2026-01-02 15:33:48+00:00,56028,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,2,39.75,40.0,43.17156862745098
29,2026-01-02 15:35:48+00:00,56148,ESH6 C7375,ES,ESH6,2026-03-20,C,7375.0,BUY,3,14.75,15.0,14.686915887850468
30,2026-01-02 15:39:52+00:00,56392,ESM6 P5400,ES,ESM6,2026-06-19,P,5400.0,BUY,70,42.0,42.25,42.0
31,2026-01-02 15:42:45+00:00,56565,ESH6 P3950,ES,ESH6,2026-03-20,P,3950.0,SELL,25,2.45,2.5,2.45
32,2026-01-02 15:44:08+00:00,56648,ESH6 C6900,ES,ESH6,2026-03-20,C,6900.0,BUY,1,168.25,168.5,161.52906976744185
33,2026-01-02 15:46:03+00:00,56763,ESH6 C7400,ES,ESH6,2026-03-20,C,7400.0,SELL,1,14.75,15.0,15.39236111111111
34,2026-01-02 15:47:50+00:00,56870,ESH6 C7350,ES,ESH6,2026-03-20,C,7350.0,SELL,2,17.0,17.25,18.356854838709676
35,2026-01-02 15:49:03+00:00,56943,ESH6 P6925,ES,ESH6,2026-03-20,P,6925.0,SELL,3,166.5,166.75,178.59375
36,2026-01-02 15:49:20+00:00,56960,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,BUY,3,91.0,91.25,90.38354037267081
37,2026-01-02 15:50:47+00:00,57047,ESZ6 P6100,ES,ESZ6,2026-12-18,P,6100.0,BUY,5,198.75,199.25,199.25
38,2026-01-02 15:53:01+00:00,57181,ESH6 C6925,ES,ESH6,2026-03-20,C,6925.0,SELL,2,162.75,163.25,154.82327586206895
39,2026-01-02 15:55:26+00:00,57326,ESH6 P5750,ES,ESH6,2026-03-20,P,5750.0,SELL,100,17.75,18.0,18.0
40,2026-01-02 15:57:46+00:00,57466,ESH6 P5300,ES,ESH6,2026-03-20,P,5300.0,BUY,5,11.25,11.5,10.970930232558139
41,2026-01-02 15:57:52+00:00,57472,ESM6 C7150,ES,ESM6,2026-06-19,C,7150.0,BUY,18,163.0,163.75,163.0
42,2026-01-02 15:58:07+00:00,57487,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,BUY,1,50.75,51.0,50.654205607476634
43,2026-01-02 15:58:16+00:00,57496,ESM6 P4900,ES,ESM6,2026-06-19,P,4900.0,BUY,21,26.5,26.75,26.45
44,2026-01-02 15:59:03+00:00,57543,ESM6 C7100,ES,ESM6,2026-06-19,C,7100.0,BUY,1,196.75,197.0,197.0
45,2026-01-02 16:08:26+00:00,58106,ESH6 P5800,ES,ESH6,2026-03-20,P,5800.0,SELL,2,19.0,19.25,20.022727272727273
46,2026-01-02 16:08:28+00:00,58108,ESH6 P6525,ES,ESH6,2026-03-20,P,6525.0,SELL,2,68.5,68.75,72.30102040816327
47,2026-01-02 16:08:52+00:00,58132,ESU6 C7600,ES,ESU6,2026-09-18,C,7600.0,SELL,10,97.75,98.25,97.75
48,2026-01-02 16:10:33+00:00,58233,ESH6 C7100,ES,ESH6,2026-03-20,C,7100.0,BUY,1,71.75,72.25,74.70370370370371
49,2026-01-02 16:17:00+00:00,58620,ESM6 P6100,ES,ESM6,2026-06-19,P,6100.0,BUY,2,93.5,93.75,95.3459595959596
50,2026-01-02 16:18:29+00:00,58709,ESH6 P6975,ES,ESH6,2026-03-20,P,6975.0,BUY,24,211.0,211.5,211.40384615384616
51,2026-01-02 16:37:34+00:00,59854,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,1,71.75,72.0,68.9375
52,2026-01-02 16:40:39+00:00,60039,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,BUY,1,6.85,6.9,7.035806451612902
53,2026-01-02 16:45:24+00:00,60324,ESH6 C7700,ES,ESH6,2026-03-20,C,7700.0,SELL,100,2.9,2.95,2.970542635658915
54,2026-01-02 16:45:43+00:00,60343,ESH6 C7250,ES,ESH6,2026-03-20,C,7250.0,BUY,20,30.75,31.0,31.29263565891473
55,2026-01-02 16:54:02+00:00,60842,ESH6 C7575,ES,ESH6,2026-03-20,C,7575.0,SELL,1,4.3,4.35,4.346153846153847
56,2026-01-02 16:55:44+00:00,60944,ESM6 P6600,ES,ESM6,2026-06-19,P,6600.0,SELL,15,174.5,175.0,174.63095238095238
57,2026-01-02 16:56:16+00:00,60976,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,1,65.0,65.25,68.9375
58,2026-01-02 16:57:01+00:00,61021,ESH6 P6525,ES,ESH6,2026-03-20,P,6525.0,SELL,2,78.5,78.75,72.30102040816327
59,2026-01-02 17:15:39+00:00,62139,ESH6 P7000,ES,ESH6,2026-03-20,P,7000.0,SELL,2,226.75,227.0,217.10714285714286
60,2026-01-02 17:19:35+00:00,62375,ESH6 C7275,ES,ESH6,2026-03-20,C,7275.0,SELL,32,28.75,29.0,27.316666666666666
61,2026-01-02 17:23:50+00:00,62630,ESH6 P5950,ES,ESH6,2026-03-20,P,5950.0,SELL,1,25.0,25.25,25.567307692307693
62,2026-01-02 17:25:30+00:00,62730,ESH6 C7175,ES,ESH6,2026-03-20,C,7175.0,SELL,12,45.75,46.0,46.34183673469388
63,2026-01-02 17:31:30+00:00,63090,ESH6 P5825,ES,ESH6,2026-03-20,P,5825.0,BUY,2,19.75,20.0,19.875
64,2026-01-02 17:35:01+00:00,63301,ESH6 C7250,ES,ESH6,2026-03-20,C,7250.0,SELL,2,34.25,34.75,31.29263565891473
65,2026-01-02 18:06:53+00:00,65213,ESH6 C7275,ES,ESH6,2026-03-20,C,7275.0,SELL,32,28.75,29.0,27.316666666666666
66,2026-01-02 18:13:10+00:00,65590,ESH6 P6525,ES,ESH6,2026-03-20,P,6525.0,SELL,14,70.0,70.25,72.30102040816327
67,2026-01-02 18:16:01+00:00,65761,ESM6 C7300,ES,ESM6,2026-06-19,C,7300.0,BUY,20,115.0,115.5,113.4
68,2026-01-02 18:43:30+00:00,67410,ESZ6 P6100,ES,ESZ6,2026-12-18,P,6100.0,SELL,10,198.75,199.25,199.25
69,2026-01-02 18:45:06+00:00,67506,ESH6 P6950,ES,ESH6,2026-03-20,P,6950.0,SELL,9,188.5,189.25,186.98214285714286
70,2026-01-02 19:00:49+00:00,68449,ESM6 C6950,ES,ESM6,2026-06-19,C,6950.0,BUY,15,281.5,281.75,281.75
71,2026-01-02 19:06:47+00:00,68807,ESU6 C7050,ES,ESU6,2026-09-18,C,7050.0,BUY,15,327.0,327.5,326.75
72,2026-01-02 19:06:58+00:00,68818,ESH6 P6200,ES,ESH6,2026-03-20,P,6200.0,SELL,1,40.0,40.25,38.310810810810814
73,2026-01-02 19:23:57+00:00,69837,ESH6 P6000,ES,ESH6,2026-03-20,P,6000.0,SELL,1,27.5,27.75,27.51851851851852
74,2026-01-02 19:33:49+00:00,70429,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,BUY,5,82.0,82.25,82.13533834586467
75,2026-01-02 19:35:01+00:00,70501,ESH6 P4450,ES,ESH6,2026-03-20,P,4450.0,SELL,1,4.05,4.1,4.05
76,2026-01-02 19:43:44+00:00,71024,ESZ6 P4200,ES,ESZ6,2026-12-18,P,4200.0,SELL,2,38.5,38.75,38.75
77,2026-01-02 19:44:37+00:00,71077,ESH6 P6950,ES,ESH6,2026-03-20,P,6950.0,BUY,9,188.5,189.25,186.98214285714286
78,2026-01-02 19:44:59+00:00,71099,ESM6 P6100,ES,ESM6,2026-06-19,P,6100.0,SELL,2,95.75,96.0,95.3459595959596
79,2026-01-02 19:49:40+00:00,71380,ESM6 P6100,ES,ESM6,2026-06-19,P,6100.0,SELL,2,95.75,96.0,95.3459595959596
80,2026-01-02 19:49:53+00:00,71393,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,BUY,6,81.75,82.0,82.13533834586467
81,2026-01-02 19:52:39+00:00,71559,ESH6 P5300,ES,ESH6,2026-03-20,P,5300.0,BUY,1,10.75,11.0,10.970930232558139
82,2026-01-02 20:05:59+00:00,72359,ESZ6 P1000,ES,ESZ6,2026-12-18,P,1000.0,BUY,153,1.1,1.15,1.1
83,2026-01-02 20:12:04+00:00,72724,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,5,70.25,70.5,68.9375
84,2026-01-02 20:18:48+00:00,73128,ESM6 P6500,ES,ESM6,2026-06-19,P,6500.0,SELL,9,153.0,153.5,153.09615384615384
85,2026-01-02 20:20:41+00:00,73241,ESM6 P6100,ES,ESM6,2026-06-19,P,6100.0,BUY,2,93.5,93.75,95.3459595959596
86,2026-01-02 20:20:50+00:00,73250,ESH6 C7175,ES,ESH6,2026-03-20,C,7175.0,BUY,6,45.75,46.0,46.34183673469388
87,2026-01-02 20:21:04+00:00,73264,ESH6 C7250,ES,ESH6,2026-03-20,C,7250.0,BUY,1,34.5,34.75,31.29263565891473
88,2026-01-02 20:22:48+00:00,73368,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,1,48.5,48.75,50.654205607476634
89,2026-01-02 20:23:44+00:00,73424,ESH6 C7275,ES,ESH6,2026-03-20,C,7275.0,SELL,24,26.0,26.25,27.316666666666666
90,2026-01-02 20:27:45+00:00,73665,ESM6 P5400,ES,ESM6,2026-06-19,P,5400.0,SELL,70,42.0,42.25,42.0
91,2026-01-02 20:28:52+00:00,73732,ESM6 P6000,ES,ESM6,2026-06-19,P,6000.0,BUY,1,85.25,85.5,84.08333333333333
92,2026-01-02 20:29:33+00:00,73773,ESH6 P4350,ES,ESH6,2026-03-20,P,4350.0,SELL,1,3.65,3.7,3.825
93,2026-01-02 20:34:46+00:00,74086,ESH6 C7350,ES,ESH6,2026-03-20,C,7350.0,BUY,27,19.25,19.5,18.356854838709676
94,2026-01-02 20:36:18+00:00,74178,ESH6 P6800,ES,ESH6,2026-03-20,P,6800.0,SELL,1,141.5,141.75,134.17567567567568
95,2026-01-02 20:36:37+00:00,74197,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,BUY,1,6.8,6.9,7.035806451612902
96,2026-01-02 20:36:59+00:00,74219,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,BUY,1,6.85,6.9,7.035806451612902
97,2026-01-02 20:39:30+00:00,74370,ESH6 P4200,ES,ESH6,2026-03-20,P,4200.0,SELL,60,3.3,3.35,3.25
98,2026-01-02 20:40:14+00:00,74414,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,BUY,1,90.5,90.75,90.38354037267081
99,2026-01-02 20:40:40+00:00,74440,ESH6 C7550,ES,ESH6,2026-03-20,C,7550.0,BUY,3,5.85,5.9,5.642777777777777
100,2026-01-02 21:00:19+00:00,75619,ESH6 C6900,ES,ESH6,2026-03-20,C,6900.0,SELL,23,161.0,161.25,161.52906976744185
101,2026-01-05 14:30:00+00:00,52200,ESH6 C7025,ES,ESH6,2026-03-20,C,7025.0,SELL,25,126.25,126.5,125.6774193548387
102,2026-01-05 14:30:00+00:00,52200,ESH6 C7650,ES,ESH6,2026-03-20,C,7650.0,BUY,30,4.45,4.5,4.425
103,2026-01-05 14:31:46+00:00,52306,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,SELL,4,99.5,99.75,99.36206896551724
104,2026-01-05 14:36:01+00:00,52561,ESM6 C7450,ES,ESM6,2026-06-19,C,7450.0,BUY,35,83.25,83.75,82.875
105,2026-01-05 14:38:05+00:00,52685,ESH6 P4950,ES,ESH6,2026-03-20,P,4950.0,SELL,100,6.4,6.45,6.383203125
106,2026-01-05 14:42:20+00:00,52940,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,BUY,18,32.75,33.0,32.872262773722625
107,2026-01-05 14:42:37+00:00,52957,ESH6 P6625,ES,ESH6,2026-03-20,P,6625.0,SELL,5,80.25,80.5,81.03896103896103
108,2026-01-05 14:43:11+00:00,52991,ESH6 P4950,ES,ESH6,2026-03-20,P,4950.0,SELL,35,6.3,6.35,6.383203125
109,2026-01-05 14:43:18+00:00,52998,ESH6 C7225,ES,ESH6,2026-03-20,C,7225.0,BUY,8,50.5,50.75,50.21749408983452
110,2026-01-05 14:45:41+00:00,53141,ESH6 C7025,ES,ESH6,2026-03-20,C,7025.0,SELL,6,122.25,122.5,125.6774193548387
111,2026-01-05 14:48:54+00:00,53334,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,BUY,168,0.5,0.65,0.65
112,2026-01-05 14:49:55+00:00,53395,ESM6 P6400,ES,ESM6,2026-06-19,P,6400.0,SELL,13,126.0,126.5,126.5
113,2026-01-05 14:51:28+00:00,53488,ESH6 P6925,ES,ESH6,2026-03-20,P,6925.0,BUY,3,161.75,162.0,159.02412280701753
114,2026-01-05 14:51:31+00:00,53491,ESM6 P2800,ES,ESM6,2026-06-19,P,2800.0,BUY,1,4.0,4.05,4.0
115,2026-01-05 14:52:28+00:00,53548,ESH6 C7250,ES,ESH6,2026-03-20,C,7250.0,SELL,14,43.25,43.5,42.401162790697676
116,2026-01-05 14:53:17+00:00,53597,ESZ6 P3100,ES,ESZ6,2026-12-18,P,3100.0,BUY,151,16.0,16.25,16.25
117,2026-01-05 14:53:34+00:00,53614,ESM6 C7450,ES,ESM6,2026-06-19,C,7450.0,SELL,1,82.25,82.5,82.875
118,2026-01-05 15:00:47+00:00,54047,ESH6 C7525,ES,ESH6,2026-03-20,C,7525.0,SELL,2,8.9,8.95,8.499999999999998
119,2026-01-05 15:06:48+00:00,54408,ESH6 C7225,ES,ESH6,2026-03-20,C,7225.0,BUY,8,50.5,50.75,50.21749408983452
120,2026-01-05 15:07:36+00:00,54456,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,BUY,168,0.65,0.7,0.65
121,2026-01-05 15:10:03+00:00,54603,ESH6 P6000,ES,ESH6,2026-03-20,P,6000.0,BUY,24,23.75,24.0,24.013392857142858
122,2026-01-05 15:11:22+00:00,54682,ESH6 C6925,ES,ESH6,2026-03-20,C,6925.0,SELL,4,183.75,184.25,180.0
123,2026-01-05 15:11:23+00:00,54683,ESH6 P7200,ES,ESH6,2026-03-20,P,7200.0,SELL,1,312.75,313.75,303.98333333333335
124,2026-01-05 15:14:06+00:00,54846,ESH6 P4950,ES,ESH6,2026-03-20,P,4950.0,BUY,100,6.4,6.45,6.383203125
125,2026-01-05 15:14:31+00:00,54871,ESU6 C9000,ES,ESU6,2026-09-18,C,9000.0,BUY,1,3.0,3.05,3.0
126,2026-01-05 15:16:00+00:00,54960,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,SELL,168,0.5,0.65,0.65
127,2026-01-05 15:17:20+00:00,55040,ESH6 C7325,ES,ESH6,2026-03-20,C,7325.0,BUY,1,28.5,28.75,29.049242424242426
128,2026-01-05 15:25:31+00:00,55531,ESM6 P4150,ES,ESM6,2026-06-19,P,4150.0,SELL,34,13.5,13.75,13.5
129,2026-01-05 15:25:58+00:00,55558,ESZ6 P6000,ES,ESZ6,2026-12-18,P,6000.0,BUY,9,175.0,175.25,175.28197674418604
130,2026-01-05 15:26:24+00:00,55584,ESM6 C7450,ES,ESM6,2026-06-19,C,7450.0,SELL,30,82.25,82.5,82.875
131,2026-01-05 15:27:18+00:00,55638,ESH6 P6175,ES,ESH6,2026-03-20,P,6175.0,BUY,19,32.25,32.5,33.518115942028984
132,2026-01-05 15:27:58+00:00,55678,ESM6 C7300,ES,ESM6,2026-06-19,C,7300.0,SELL,7,129.25,129.75,129.25
133,2026-01-05 15:28:31+00:00,55711,ESU6 P6150,ES,ESU6,2026-09-18,P,6150.0,SELL,1,151.0,151.25,151.00986842105263
134,2026-01-05 15:28:48+00:00,55728,ESM6 P6040,ES,ESM6,2026-06-19,P,6040.0,SELL,2,82.75,83.25,82.75
135,2026-01-05 15:29:25+00:00,55765,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,SELL,168,0.65,0.7,0.65
136,2026-01-05 15:30:50+00:00,55850,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,5,43.5,44.0,41.145833333333336
137,2026-01-05 15:32:53+00:00,55973,ESU6 P7150,ES,ESU6,2026-09-18,P,7150.0,SELL,16,409.25,410.0,410.0
138,2026-01-05 15:33:01+00:00,55981,ESM6 C7450,ES,ESM6,2026-06-19,C,7450.0,SELL,15,83.0,83.25,82.875
139,2026-01-05 15:33:24+00:00,56004,ESM6 P4550,ES,ESM6,2026-06-19,P,4550.0,BUY,24,18.25,18.5,18.5
140,2026-01-05 15:34:22+00:00,56062,ESH6 C7750,ES,ESH6,2026-03-20,C,7750.0,SELL,45,2.3,2.35,2.475
141,2026-01-05 15:34:25+00:00,56065,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,BUY,1,110.75,111.0,110.6462962962963
142,2026-01-05 15:35:23+00:00,56123,ESM6 C7000,ES,ESM6,2026-06-19,C,7000.0,BUY,16,279.0,279.25,278.82142857142856
143,2026-01-05 15:36:27+00:00,56187,ESH6 C7800,ES,ESH6,2026-03-20,C,7800.0,BUY,1,2.1,2.15,2.0601960784313724
144,2026-01-05 15:39:07+00:00,56347,ESU6 C7800,ES,ESU6,2026-09-18,C,7800.0,BUY,2,71.0,71.25,71.6086956521739
145,2026-01-05 15:47:03+00:00,56823,ESM6 C7450,ES,ESM6,2026-06-19,C,7450.0,SELL,49,83.0,83.25,82.875
146,2026-01-05 15:51:54+00:00,57114,ESH6 P4100,ES,ESH6,2026-03-20,P,4100.0,BUY,58,2.55,2.65,2.5406249999999995
147,2026-01-05 15:55:25+00:00,57325,ESH6 P5950,ES,ESH6,2026-03-20,P,5950.0,BUY,72,22.0,22.25,22.6796875
148,2026-01-05 15:55:28+00:00,57328,ESH6 P4950,ES,ESH6,2026-03-20,P,4950.0,SELL,100,6.35,6.4,6.383203125
149,2026-01-05 15:55:38+00:00,57338,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,18,32.75,33.0,32.872262773722625
150,2026-01-05 16:01:18+00:00,57678,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,SELL,2,34.5,34.75,34.19047619047619
151,2026-01-05 16:05:14+00:00,57914,ESH6 P5900,ES,ESH6,2026-03-20,P,5900.0,BUY,2,20.25,20.5,20.53846153846154
152,2026-01-05 16:05:51+00:00,57951,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,SELL,168,0.65,0.7,0.65
153,2026-01-05 16:06:20+00:00,57980,ESU6 P6150,ES,ESU6,2026-09-18,P,6150.0,BUY,24,151.0,151.25,151.00986842105263
154,2026-01-05 16:06:49+00:00,58009,ESH7 P4950,ES,ESH7,2027-03-19,P,4950.0,SELL,50,91.0,91.75,91.0
155,2026-01-05 16:08:20+00:00,58100,ESH6 P6900,ES,ESH6,2026-03-20,P,6900.0,SELL,1,148.0,148.25,147.2520325203252
156,2026-01-05 16:09:33+00:00,58173,ESH6 P7075,ES,ESH6,2026-03-20,P,7075.0,SELL,5,223.0,223.25,222.91666666666666
157,2026-01-05 16:12:41+00:00,58361,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,SELL,7,110.5,110.75,110.6462962962963
158,2026-01-05 16:12:53+00:00,58373,ESH6 P6600,ES,ESH6,2026-03-20,P,6600.0,SELL,10,75.75,76.0,75.58928571428571
159,2026-01-05 16:13:30+00:00,58410,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,26,40.75,41.0,41.145833333333336
160,2026-01-05 16:14:03+00:00,58443,ESM6 P4750,ES,ESM6,2026-06-19,P,4750.0,BUY,29,21.5,21.75,21.75
161,2026-01-05 16:15:28+00:00,58528,ESM6 P6550,ES,ESM6,2026-06-19,P,6550.0,SELL,9,152.75,153.0,153.0241935483871
162,2026-01-05 16:19:20+00:00,58760,ESH6 C7550,ES,ESH6,2026-03-20,C,7550.0,SELL,1,7.5,7.55,7.077649769585253
163,2026-01-05 16:24:25+00:00,59065,ESH6 P5950,ES,ESH6,2026-03-20,P,5950.0,SELL,2,22.25,22.5,22.6796875
164,2026-01-05 16:24:41+00:00,59081,ESH6 P5850,ES,ESH6,2026-03-20,P,5850.0,BUY,2,18.75,19.0,18.791666666666668
165,2026-01-05 16:26:41+00:00,59201,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,BUY,2,33.25,33.5,32.872262773722625
166,2026-01-05 16:29:30+00:00,59370,ESH6 C7225,ES,ESH6,2026-03-20,C,7225.0,BUY,25,50.0,50.25,50.21749408983452
167,2026-01-05 16:31:30+00:00,59490,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,BUY,168,0.65,0.7,0.65
168,2026-01-05 16:42:28+00:00,60148,ESZ6 P800,ES,ESZ6,2026-12-18,P,800.0,SELL,60,0.65,0.7,0.65
169,2026-01-05 16:43:05+00:00,60185,ESH6 P6175,ES,ESH6,2026-03-20,P,6175.0,SELL,19,32.25,32.5,33.518115942028984
170,2026-01-05 16:52:00+00:00,60720,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,1,57.5,57.75,51.433035714285715
171,2026-01-05 17:09:08+00:00,61748,ESH6 C7800,ES,ESH6,2026-03-20,C,7800.0,BUY,29,2.1,2.15,2.0601960784313724
172,2026-01-05 17:09:34+00:00,61774,ESH6 P6100,ES,ESH6,2026-03-20,P,6100.0,BUY,18,28.25,28.5,28.86853448275862
173,2026-01-05 17:10:53+00:00,61853,ESM6 P5000,ES,ESM6,2026-06-19,P,5000.0,BUY,2,27.0,27.25,26.945945945945947
174,2026-01-05 17:20:47+00:00,62447,ESM7 P3800,ES,ESM7,2027-06-18,P,3800.0,SELL,100,46.0,46.5,46.0
175,2026-01-05 17:26:06+00:00,62766,ESM6 C7050,ES,ESM6,2026-06-19,C,7050.0,BUY,16,250.5,250.75,245.875
176,2026-01-05 17:26:25+00:00,62785,ESM6 C7350,ES,ESM6,2026-06-19,C,7350.0,SELL,8,111.75,112.0,111.56756756756756
177,2026-01-05 17:29:49+00:00,62989,ESH6 P6750,ES,ESH6,2026-03-20,P,6750.0,SELL,2,107.5,108.0,105.68014705882354
178,2026-01-05 17:31:41+00:00,63101,ESM6 P4150,ES,ESM6,2026-06-19,P,4150.0,SELL,34,13.5,13.75,13.5
179,2026-01-05 17:36:09+00:00,63369,ESH6 C7000,ES,ESH6,2026-03-20,C,7000.0,BUY,1,136.0,136.5,137.645390070922
180,2026-01-05 17:36:22+00:00,63382,ESH6 P6000,ES,ESH6,2026-03-20,P,6000.0,SELL,27,24.0,24.25,24.013392857142858
181,2026-01-05 17:45:16+00:00,63916,ESH6 P4300,ES,ESH6,2026-03-20,P,4300.0,BUY,2,3.0,3.05,3.0
182,2026-01-05 18:07:13+00:00,65233,ESH6 P6575,ES,ESH6,2026-03-20,P,6575.0,SELL,14,72.0,72.25,72.73728813559322
183,2026-01-05 18:10:51+00:00,65451,ESM7 P3800,ES,ESM7,2027-06-18,P,3800.0,BUY,100,46.0,46.5,46.0
184,2026-01-05 18:32:21+00:00,66741,ESH6 P6825,ES,ESH6,2026-03-20,P,6825.0,BUY,8,128.25,128.5,126.92045454545455
185,2026-01-05 18:36:00+00:00,66960,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,SELL,5,99.75,100.0,99.36206896551724
186,2026-01-05 18:36:47+00:00,67007,ESH6 C7425,ES,ESH6,2026-03-20,C,7425.0,SELL,3,16.0,16.5,16.0
187,2026-01-05 18:38:32+00:00,67112,ESH6 P7200,ES,ESH6,2026-03-20,P,7200.0,BUY,1,305.25,305.75,303.98333333333335
188,2026-01-05 18:49:23+00:00,67763,ESH6 C7400,ES,ESH6,2026-03-20,C,7400.0,SELL,29,18.0,18.25,18.040570175438596
